0.357227,0.036000,1.023229
0.319321,0.002966,1.095884
0.322177,0.002965,1.095509
0.326054,0.002964,1.095255
0.330165,0.002966,1.095782
0.323305,0.004943,1.095982
0.325213,0.004942,1.095751
0.297534,0.002975,1.099398
0.301192,0.002972,1.098269
0.305970,0.002971,1.097641
0.310743,0.002969,1.097013
0.314558,0.002968,1.096511
0.317417,0.002967,1.096135
0.334285,0.002967,1.096324
0.338408,0.002968,1.096867
0.342536,0.002970,1.097410
0.346667,0.002971,1.097954
0.350875,0.002974,1.098724
0.298589,0.004960,1.099632
0.301479,0.005951,1.099318
0.305306,0.005948,1.098814
0.309677,0.005746,1.098146
0.314310,0.006140,1.097721
0.318672,0.005938,1.097054
0.322209,0.006266,1.096741
0.326776,0.006265,1.096571
0.330505,0.005938,1.096910
0.334629,0.005941,1.097453
0.338757,0.005944,1.097998
0.342494,0.005615,1.098336
0.345990,0.005949,1.098951
0.349094,0.005951,1.099360
0.352231,0.004961,1.099862
0.309514,0.008928,1.099679
0.313339,0.008924,1.099174
0.317317,0.009917,1.099217
0.321677,0.009712,1.098527
0.325988,0.009909,1.098361
0.330095,0.009913,1.098839
0.333597,0.010250,1.099492
0.337146,0.008924,1.099203
0.341282,0.008929,1.099750
0.324484,0.012900,1.099979
0.287688,0.002986,1.103477
0.290380,0.002983,1.102362
0.293962,0.002979,1.100878
0.354271,0.002977,1.100035
0.357711,0.002981,1.101461
0.362312,0.002986,1.103367
0.290920,0.005639,1.103150
0.294244,0.005965,1.101935
0.297561,0.006289,1.100722
0.350308,0.006947,1.100057
0.354004,0.006292,1.101262
0.358153,0.005970,1.102821
0.361418,0.004978,1.103679
0.294612,0.008958,1.103313
0.298339,0.009945,1.102374
0.302006,0.009935,1.101240
0.305839,0.009930,1.100734
0.309823,0.010923,1.100776
0.313651,0.010918,1.100270
0.337509,0.010919,1.100389
0.341650,0.010925,1.100937
0.345608,0.009932,1.100891
0.349815,0.009938,1.101627
0.353896,0.009619,1.102990
0.299682,0.012943,1.103654
0.302459,0.012934,1.102891
0.306481,0.013932,1.103042
0.310318,0.013925,1.102534
0.314152,0.013919,1.102026
0.317982,0.013912,1.101519
0.321809,0.013906,1.101012
0.326094,0.014236,1.100949
0.329808,0.013908,1.101192
0.333948,0.013915,1.101741
0.338093,0.013922,1.102290
0.342241,0.013929,1.102840
0.345972,0.013601,1.103106
0.349292,0.012937,1.103114
0.315679,0.016929,1.103890
0.318556,0.016923,1.103507
0.322389,0.016915,1.102997
0.326307,0.016912,1.102787
0.330452,0.016921,1.103339
0.333563,0.016927,1.103754
0.277769,0.002998,1.107588
0.281384,0.002993,1.106089
0.284990,0.002989,1.104595
0.365772,0.002990,1.104801
0.369243,0.002994,1.106239
0.372721,0.002998,1.107682
0.278831,0.004997,1.107838
0.281658,0.005993,1.107165
0.285782,0.005784,1.105351
0.288982,0.006975,1.104620
0.362761,0.005980,1.104735
0.365520,0.006320,1.106049
0.369253,0.005661,1.107267
0.286021,0.009656,1.107302
0.289882,0.009776,1.105775
0.294010,0.010963,1.104792
0.355733,0.010961,1.104574
0.358498,0.009636,1.104908
0.361731,0.010317,1.106666
0.365661,0.008992,1.107483
0.290709,0.012987,1.107400
0.293583,0.013981,1.106939
0.297174,0.013962,1.105438
0.301894,0.014945,1.104467
0.347657,0.014942,1.104242
0.350708,0.013949,1.104441
0.353482,0.014299,1.105847
0.357143,0.013647,1.106885
0.360809,0.012993,1.107924
0.297713,0.016984,1.107443
0.301532,0.017973,1.106794
0.305865,0.017758,1.105855
0.310141,0.017951,1.105450
0.313419,0.018281,1.105287
0.318052,0.018944,1.105215
0.322849,0.018933,1.104573
0.326811,0.018931,1.104491
0.329925,0.018938,1.104908
0.333907,0.018274,1.104894
0.337976,0.017946,1.105164
0.342136,0.017955,1.105719
0.345695,0.018300,1.106468
0.349068,0.017637,1.106610
0.352677,0.016984,1.107496
0.271769,0.003009,1.111656
0.274297,0.003003,1.109715
0.375211,0.003002,1.109132
0.377919,0.003007,1.111212
0.274827,0.005677,1.110505
0.277776,0.006336,1.108944
0.371059,0.007001,1.108685
0.373993,0.005672,1.109477
0.376114,0.007021,1.111804
0.275805,0.009026,1.111752
0.278538,0.010020,1.110655
0.282155,0.010006,1.109118
0.285009,0.011000,1.108545
0.366133,0.011004,1.108912
0.370543,0.010015,1.110134
0.373962,0.009023,1.111368
0.279861,0.013040,1.111929
0.282997,0.013699,1.111116
0.286372,0.014019,1.109953
0.289740,0.014337,1.108791
0.359052,0.015002,1.108669
0.362727,0.014349,1.109714
0.366408,0.013695,1.110758
0.370096,0.013039,1.111802
0.287799,0.017047,1.111596
0.290952,0.017705,1.110871
0.294329,0.018021,1.109752
0.298143,0.019009,1.109041
0.351022,0.019001,1.108578
0.354654,0.018351,1.109511
0.358291,0.017698,1.110443
0.361933,0.017044,1.111374
0.266685,0.003019,1.115560
0.269231,0.003014,1.113605
0.382002,0.003016,1.114348
0.270000,0.005831,1.114295
0.273021,0.007026,1.112673
0.378562,0.006026,1.113103
0.381287,0.006037,1.115199
0.270736,0.009058,1.115662
0.273423,0.010053,1.114312
0.276105,0.011044,1.112963
0.374617,0.011048,1.113316
0.377803,0.009722,1.114813
0.274718,0.013082,1.115484
0.277431,0.014073,1.114258
0.281109,0.015059,1.112899
0.369507,0.015061,1.113048
0.373729,0.013743,1.114660
0.278822,0.017112,1.115802
0.281892,0.017765,1.114671
0.285290,0.018083,1.113546
0.289123,0.019074,1.112833
0.361446,0.019076,1.112962
0.365764,0.018088,1.113879
0.370170,0.017100,1.115043
0.262421,0.003028,1.118834
0.264983,0.003023,1.116867
0.386106,0.003024,1.117500
0.388856,0.003030,1.119611
0.263557,0.006059,1.119368
0.266117,0.006049,1.117399
0.383748,0.005036,1.116504
0.385394,0.006053,1.118358
0.266866,0.009760,1.119130
0.269801,0.010416,1.117348
0.381668,0.010425,1.118278
0.384876,0.009092,1.119787
0.270883,0.013797,1.119042
0.273831,0.014448,1.117342
0.377630,0.014460,1.118271
0.380741,0.013129,1.119508
0.274596,0.017162,1.119090
0.277991,0.018488,1.117858
0.280953,0.019133,1.116268
0.369650,0.019137,1.116514
0.373259,0.018159,1.118273
0.258131,0.003037,1.122127
0.391615,0.003036,1.121729
0.394422,0.003042,1.123961
0.258409,0.006081,1.123327
0.260987,0.006070,1.121344
0.387045,0.007074,1.120217
0.389524,0.006071,1.121535
0.392008,0.005065,1.122855
0.262279,0.009621,1.122548
0.265067,0.011129,1.121487
0.386593,0.010120,1.121838
0.388317,0.011153,1.123897
0.266305,0.013670,1.122443
0.269135,0.015177,1.121575
0.382522,0.014168,1.121772
0.386246,0.013179,1.123774
0.269492,0.017223,1.123065
0.273650,0.018716,1.121423
0.375107,0.019210,1.120780
0.378116,0.017878,1.121708
0.254020,0.003048,1.126339
0.255130,0.006099,1.126749
0.256700,0.006088,1.124722
0.393848,0.006090,1.125216
0.258314,0.009818,1.125859
0.260777,0.011162,1.124800
0.390742,0.010150,1.125041
0.393430,0.009150,1.126928
0.259359,0.013222,1.127458
0.262103,0.014223,1.126142
0.264858,0.015222,1.124893
0.385695,0.015225,1.125118
0.389015,0.013204,1.125919
0.263494,0.017295,1.127745
0.266500,0.017948,1.126115
0.269925,0.019280,1.124870
0.382118,0.018616,1.125547
0.385144,0.017276,1.126479
0.250868,0.003059,1.130449
0.398180,0.003055,1.128866
0.251849,0.005098,1.130270
0.253078,0.006455,1.129695
0.397513,0.006115,1.129863
0.255139,0.009852,1.129793
0.257454,0.011194,1.128023
0.394665,0.011218,1.130464
0.397204,0.009190,1.131887
0.257999,0.014277,1.130419
0.389883,0.015270,1.128432
0.392154,0.013242,1.129106
0.262031,0.018353,1.130212
0.265641,0.019338,1.128219
0.387034,0.018334,1.129029
0.246896,0.003073,1.135627
0.248489,0.003068,1.133550
0.401968,0.003068,1.133805
0.249606,0.006138,1.133983
0.399917,0.007160,1.133790
0.402705,0.005123,1.135882
0.250818,0.009214,1.134833
0.253149,0.010562,1.133049
0.398456,0.011267,1.135455
0.254262,0.013993,1.134974
0.256635,0.015337,1.133394
0.394793,0.014319,1.133760
0.258263,0.018082,1.134559
0.260684,0.019424,1.133219
0.390408,0.018396,1.132908
0.243691,0.003085,1.139806
0.245296,0.003079,1.137712
0.405789,0.003082,1.138787
0.246418,0.006161,1.138158
0.403738,0.007191,1.138797
0.247633,0.009248,1.139018
0.249977,0.010601,1.137221
0.401010,0.009230,1.136890
0.251090,0.014045,1.139167
0.253476,0.015393,1.137575
0.398601,0.014382,1.138795
0.255109,0.018149,1.138756
0.257543,0.019495,1.137406
0.394203,0.018478,1.137963
0.390528,0.022610,1.139222
0.242080,0.003090,1.141908
0.409644,0.003096,1.143813
0.243076,0.005150,1.141750
0.244143,0.007211,1.141920
0.407069,0.006185,1.142380
0.246193,0.010301,1.141876
0.402280,0.011317,1.140490
0.404851,0.009271,1.141937
0.249095,0.014774,1.142586
0.401286,0.015474,1.143520
0.250706,0.017539,1.143664
0.253156,0.018893,1.142305
0.398032,0.018561,1.143062
0.395168,0.021667,1.143727
0.205713,0.036000,1.140176
0.209828,0.036000,1.140176
0.213942,0.036000,1.140175
0.218056,0.036000,1.140175
0.222170,0.036000,1.140175
0.226284,0.036000,1.140175
0.230399,0.036000,1.140175
0.234513,0.036000,1.140175
0.238627,0.036000,1.140175
0.242741,0.036000,1.140175
0.251998,0.036000,1.140173
0.258170,0.036000,1.140173
0.391881,0.036000,1.140168
0.394967,0.036000,1.140168
0.398053,0.036000,1.140168
0.401138,0.036000,1.140168
0.405253,0.036000,1.140168
0.409367,0.036000,1.140168
0.413481,0.036000,1.140167
0.417595,0.036000,1.140167
0.421709,0.036000,1.140167
0.425823,0.036000,1.140167
0.429938,0.036000,1.140167
0.434052,0.036000,1.140167
0.438166,0.036000,1.140167
0.442280,0.036000,1.140167
0.445365,0.036000,1.140166
0.239091,0.003105,1.147334
0.240464,0.003096,1.144018
0.241439,0.006544,1.145385
0.243027,0.010342,1.146372
0.244748,0.011360,1.144747
0.406139,0.011368,1.145569
0.246289,0.014123,1.145513
0.403603,0.013419,1.144239
0.247499,0.017605,1.147930
0.250149,0.018606,1.145834
0.393557,0.023758,1.145042
0.392288,0.025877,1.147374
0.237710,0.003114,1.150671
0.239002,0.005880,1.150233
0.241660,0.010373,1.149710
0.243695,0.013481,1.149523
0.245581,0.015543,1.148645
0.246136,0.017655,1.151241
0.248861,0.019702,1.149444
0.401977,0.018648,1.148441
0.398232,0.022816,1.149596
0.236321,0.003123,1.154028
0.237445,0.006248,1.154433
0.238689,0.009381,1.155411
0.240286,0.010403,1.153070
0.242591,0.014577,1.154138
0.244221,0.015589,1.152006
0.245780,0.018746,1.154448
0.234924,0.003132,1.157404
0.235180,0.005226,1.158666
