-0.170148,0.006302
-0.148290,0.002798
-0.175012,0.009789
-0.166291,0.013754
-0.311959,0.009962
-0.184048,0.001538
-0.302868,0.019388
-0.304487,0.016191
-0.291098,0.015375
-0.161370,0.005997
-0.300760,0.004611
-0.305500,0.010152
-0.148090,0.007433
-0.250139,0.014022
-0.157328,0.010141
-0.198285,0.017496
-0.160513,0.002675
-0.268134,0.012530
-0.282263,0.036000
-0.147085,0.005436
-0.283464,0.015776
-0.155435,0.002717
-0.233944,0.013901
-0.156581,0.019647
-0.157320,0.002698
-0.278882,0.006729
-0.204645,0.011622
-0.262098,0.010169
-0.246292,0.001484
-0.214801,0.016912
-0.309345,0.009644
-0.149715,0.036000
-0.298222,0.010538
-0.150166,0.006133
-0.185670,0.014230
-0.230062,0.006042
-0.238184,0.002965
-0.162625,0.002662
-0.151201,0.036000
-0.169792,0.036000
-0.158237,0.021928
-0.207120,0.004910
-0.162541,0.009315
-0.241938,0.009962
-0.173681,0.006428
-0.223586,0.008465
-0.158376,0.005932
-0.177851,0.036000
-0.171581,0.005052
-0.226064,0.013849
-0.153970,0.036000
-0.175426,0.005190
-0.210339,0.017961
-0.181168,0.018747
-0.168342,0.011152
-0.151478,0.008736
-0.148689,0.006490
-0.221581,0.015361
-0.305219,0.036000
-0.152908,0.010962
-0.262143,0.013424
-0.150804,0.011325
-0.206058,0.009909
-0.170031,0.036000
-0.150604,0.010355
-0.156757,0.019171
-0.271265,0.002242
-0.202028,0.002513
-0.163898,0.012359
-0.146595,0.005299
-0.274313,0.010437
-0.172247,0.036000
-0.179933,0.004640
-0.166418,0.010009
-0.205947,0.014373
-0.308482,0.012005
-0.167996,0.016639
-0.182635,0.013317
-0.306841,0.002582
-0.290169,0.006328
-0.189566,0.006482
-0.158994,0.002899
-0.254382,0.011036
-0.318216,0.010642
-0.298136,0.018904
-0.178393,0.017245
-0.266057,0.017637
-0.156770,0.019880
-0.277782,0.002502
-0.146951,0.036000
-0.153062,0.014402
-0.249894,0.009612
-0.294987,0.006624
-0.147272,0.008732
-0.187942,0.008706
-0.288619,0.004881
-0.155893,0.016204
-0.237740,0.018839
-0.305112,0.002576
-0.250573,0.011458
-0.311053,0.015315
-0.249851,0.006047
-0.148668,0.011077
-0.159184,0.013457
-0.320566,0.016758
-0.300963,0.009792
-0.163878,0.008007
-0.182156,0.006049
-0.187091,0.012885
-0.286095,0.017770
-0.164976,0.014900
-0.147822,0.002810
-0.294263,0.036000
-0.186623,0.005883
-0.181801,0.010567
-0.213061,0.011293
-0.146911,0.002841
-0.317278,0.009005
-0.293807,0.010274
-0.217990,0.005381
-0.149138,0.006614
-0.225768,0.010558
-0.214235,0.009780
-0.293154,0.005756
-0.269503,0.002686
-0.205044,0.036000
-0.155615,0.004897
-0.147550,0.007642
-0.282202,0.002385
-0.147433,0.002824
-0.157847,0.036000
-0.298174,0.014641
-0.307414,0.018455
-0.324589,0.009151
-0.181613,0.036000
-0.194616,0.009655
-0.286057,0.002618
-0.188661,0.002291
-0.161065,0.010379
-0.305371,0.017286
-0.181449,0.014579
-0.201635,0.010903
-0.300315,0.003070
-0.149138,0.008913
-0.151684,0.013066
-0.229833,0.002476
-0.186119,0.010159
-0.222154,0.002405
-0.254127,0.018441
-0.145416,0.002317
-0.261987,0.017612
-0.145640,0.005242
-0.242026,0.002469
-0.288465,0.012719
-0.169468,0.019188
-0.167998,0.004740
-0.193318,0.010932
-0.310032,0.036000
-0.307193,0.011455
-0.167398,0.012262
-0.177261,0.018889
-0.221968,0.005855
-0.166030,0.036000
-0.241856,0.014472
-0.320568,0.003179
-0.154450,0.017734
-0.174612,0.013224
-0.148095,0.006542
-0.291361,0.010698
-0.222191,0.013430
-0.174090,0.036000
-0.151232,0.013159
-0.277260,0.017435
-0.214002,0.014173
-0.269879,0.009872
-0.315699,0.007906
-0.183915,0.003074
-0.265644,0.013402
-0.162807,0.036000
-0.210129,0.002568
-0.316873,0.016621
-0.261920,0.002480
-0.294278,0.014615
-0.176870,0.036000
-0.265795,0.005776
-0.152724,0.013775
-0.199305,0.036000
-0.155492,0.013127
-0.274006,0.006001
-0.246083,0.002965
-0.173111,0.010230
-0.310493,0.006415
-0.147390,0.005122
-0.297989,0.002551
-0.190606,0.002539
-0.176222,0.007797
-0.152760,0.012680
-0.294061,0.002538
-0.165073,0.006792
-0.217960,0.002555
???
0.245188,0.036000
0.285041,0.006629
0.381829,0.009722
0.348590,0.015156
0.288201,0.016386
0.293299,0.019933
0.419727,0.018874
0.290829,0.017107
0.427590,0.015303
0.278269,0.036000
0.422603,0.017984
0.390182,0.013302
0.334112,0.017065
0.289275,0.005618
0.393918,0.017623
0.281904,0.004877
0.329677,0.005361
0.361877,0.017623
0.346390,0.017432
0.346625,0.013366
0.441751,0.018254
0.318885,0.017262
0.287704,0.012344
0.398026,0.017512
0.441351,0.002708
0.283769,0.004944
0.396759,0.013314
0.421195,0.002671
0.289845,0.036000
0.297338,0.005715
0.284453,0.010607
0.377702,0.018219
0.350211,0.014066
0.316266,0.011781
0.310141,0.005441
0.304854,0.018803
0.433160,0.002690
0.291849,0.020498
0.408998,0.017576
0.393797,0.010452
0.302152,0.013839
0.401319,0.018728
0.254918,0.036000
0.290711,0.016098
0.354439,0.004419
0.298864,0.009225
0.292457,0.017983
0.534457,0.036000
0.326457,0.009277
0.445831,0.014617
0.291102,0.002790
0.366061,0.017974
0.405672,0.006202
